objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
cities676,"Morning Hotel. Mullan, Idaho.",1910,yes,,Mullan,47.470338,-115.799257,hotels (public accommodations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-10,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities676.jpg,image,/objects/cities676.jpg,/objects/small/cities676_sm.jpg,/objects/thumbs/cities676_th.jpg
cities677,"View of Morning Mill and river. Mullan, Idaho.",1910,yes,,Mullan,47.470218,-115.797293,rivers; mills,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-11,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities677.jpg,image,/objects/cities677.jpg,/objects/small/cities677_sm.jpg,/objects/thumbs/cities677_th.jpg
cities678,"Mullan Opera House. Mullan, Idaho.",1910,yes,Taken after snow collapsed it,Mullan,47.469493,-115.789096,buildings; avalanches,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-12,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities678.jpg,image,/objects/cities678.jpg,/objects/small/cities678_sm.jpg,/objects/thumbs/cities678_th.jpg
cities679,"Schmidt Brothers Lumber Co. lumber yard and flume. Eileen, Idaho.",1919-06-01,yes,,Eileen,48.776546,-116.1632,lumber yards,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-118-1e,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities679.jpg,image,/objects/cities679.jpg,/objects/small/cities679_sm.jpg,/objects/thumbs/cities679_th.jpg
cities680,"Mullan, Idaho.",1892,,"Presented to the city of Mullan by A.M. Strode, Nov. 18, 1918'",Mullan,47.470255,-115.801855,aerial photograph; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-13,Mrs. Harry Marsh,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities680.jpg,image,/objects/cities680.jpg,/objects/small/cities680_sm.jpg,/objects/thumbs/cities680_th.jpg
cities682,"Looking east on Earle Street toward the Gold Hunter Mill. Mullan, Idaho.",1895,yes,,Mullan,47.470277,-115.801877,main streets; central business district,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-15,Richard G. Magnuson,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities682.jpg,image,/objects/cities682.jpg,/objects/small/cities682_sm.jpg,/objects/thumbs/cities682_th.jpg
cities683,"Panoramic view of Mullan, Idaho.",1913-09-01,,"Visible: Frank Bryant in Curtiss Pusher, just before crash landing.",Mullan,47.470288,-115.801888,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-16,,25x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities683.jpg,image,/objects/cities683.jpg,/objects/small/cities683_sm.jpg,/objects/thumbs/cities683_th.jpg
cities687,"View of Mace, Idaho before and after the snowslide.",1910,,,Mace,47.518264,-115.822105,panoramas; towns; rivers; railroads,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-01,,2-2.5x7 black and white prints,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities687.jpg,image,/objects/cities687.jpg,/objects/small/cities687_sm.jpg,/objects/thumbs/cities687_th.jpg
cities688,"View of Mace, Idaho showing the snowslide in the background.",1910,,,Mace,47.518255,-115.822155,railroads; houses; mountains; rivers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-02,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities688.jpg,image,/objects/cities688.jpg,/objects/small/cities688_sm.jpg,/objects/thumbs/cities688_th.jpg
cities712,"Distant view of Orofino, Idaho.",1913,,,Orofino,46.481313,-116.245882,panoramas,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-119-1b,Maurice Snyder,4.25x6.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities712.jpg,image,/objects/cities712.jpg,/objects/small/cities712_sm.jpg,/objects/thumbs/cities712_th.jpg
cities720,"Kootenai County Track Meet. James Hawkins, Robson, Graf",1914,,"Graf, CHS star springer off with the gun 220 yd. 4th heat winning by fast time 24.4. He holds record. Also the record in the 50, 100, and high jump'",Kootenai County,47.680872,-116.776226,races (events),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-037-3,,2-3.5x5.5 black and white prints,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities720.jpg,image,/objects/cities720.jpg,/objects/small/cities720_sm.jpg,/objects/thumbs/cities720_th.jpg
cities723,"Schmidt Brothers Lumber Co. log chute. Eileen, Idaho.",1919,,Part of a two mile log chute,Eileen,48.776546,-116.1632,loggers; horses;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-118-1f,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities723.jpg,image,/objects/cities723.jpg,/objects/small/cities723_sm.jpg,/objects/thumbs/cities723_th.jpg
cities727,"Guess home demolished by snowslide. Mace, Idaho.",1910,,,Mace,47.518305,-115.822105,avalanches; houses; natural disasters,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-24,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities727.jpg,image,/objects/cities727.jpg,/objects/small/cities727_sm.jpg,/objects/thumbs/cities727_th.jpg
cities737,"Hecla Mill. Gem, Idaho.",1915,yes,,Gem,44.032519,-116.358776,railroads; mills,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-062-3,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities737.jpg,image,/objects/cities737.jpg,/objects/small/cities737_sm.jpg,/objects/thumbs/cities737_th.jpg
cities742,"Black Bear, Idaho.",1900,yes,,Black Bear,47.518603,-115.835823,aerial photograph; towns; rivers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-064-4,,5x7 black and white film negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities742.jpg,image,/objects/cities742.jpg,/objects/small/cities742_sm.jpg,/objects/thumbs/cities742_th.jpg
cities743,"View of town of Black Bear, Idaho and Black Bear Mine.",1900,yes,,Black Bear,47.516613,-115.844722,aerial photograph; towns;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-064-5,,5x7 black and white film negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities743.jpg,image,/objects/cities743.jpg,/objects/small/cities743_sm.jpg,/objects/thumbs/cities743_th.jpg
cities744,"Black Bear, Idaho. Standard Sorting Plant in background.",1900,yes,,Black Bear,47.519148,-115.835551,aerial photograph; towns; mining,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-064-6,,5x7 black and white film negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities744.jpg,image,/objects/cities744.jpg,/objects/small/cities744_sm.jpg,/objects/thumbs/cities744_th.jpg
cities747,"Damage from snowslide. Burke, Idaho.",1910,,,Burke,47.51982,-115.821422,winter; natural disasters,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-1a,,4.25x6.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities747.jpg,image,/objects/cities747.jpg,/objects/small/cities747_sm.jpg,/objects/thumbs/cities747_th.jpg
cities748,"Group of people gathered at Hercules Mine after snowslide. Burke, Idaho.",1910,,,Burke,47.542322,-115.813786,mines; winter; natural disasters,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-1b,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities748.jpg,image,/objects/cities748.jpg,/objects/small/cities748_sm.jpg,/objects/thumbs/cities748_th.jpg
cities749,"Group of people gathered at Hercules Mine after snowslide. Burke, Idaho.",1910,,,Burke,47.542333,-115.813733,mines; winter; natural disasters,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-1c,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities749.jpg,image,/objects/cities749.jpg,/objects/small/cities749_sm.jpg,/objects/thumbs/cities749_th.jpg
cities752,"Upper end of Burke, Idaho.",1910,,,Burke,47.522225,-115.813805,panoramas; winter; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-1f,Mrs. Harry Marsh,3.25x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities752.jpg,image,/objects/cities752.jpg,/objects/small/cities752_sm.jpg,/objects/thumbs/cities752_th.jpg
cities753,"Railroad tracks running through center of town. Burke, Idaho.",1910,,,Burke,47.518903,-115.824425,railroads; main streets; central business districts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2a,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities753.jpg,image,/objects/cities753.jpg,/objects/small/cities753_sm.jpg,/objects/thumbs/cities753_th.jpg
cities754,"Lower end of Burke, Idaho.",1910,yes,,Burke,47.519241,-115.822603,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2b,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities754.jpg,image,/objects/cities754.jpg,/objects/small/cities754_sm.jpg,/objects/thumbs/cities754_th.jpg
cities755,"Burke depot and portion of town. Burke, Idaho.",1910,yes,,Burke,47.518911,-115.824411,railroad stations; towns; storefronts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2c,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities755.jpg,image,/objects/cities755.jpg,/objects/small/cities755_sm.jpg,/objects/thumbs/cities755_th.jpg
cities759,"Looking down into Burke, Idaho.",1910,yes,,Burke,47.522213,-115.812727,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2e,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities759.jpg,image,/objects/cities759.jpg,/objects/small/cities759_sm.jpg,/objects/thumbs/cities759_th.jpg
cities760,"Burke, Idaho.",1910,yes,,Burke,47.522233,-115.812733,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2f,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities760.jpg,image,/objects/cities760.jpg,/objects/small/cities760_sm.jpg,/objects/thumbs/cities760_th.jpg
cities761,"West Hexla Gulch before the snowslide. Burke, Idaho.",1909,,,Burke,47.527893,-115.817619,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2g,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities761.jpg,image,/objects/cities761.jpg,/objects/small/cities761_sm.jpg,/objects/thumbs/cities761_th.jpg
cities764,"Old Tiger-Poorman Surface Plant. Burke, Idaho.",1907,yes,,Burke,47.522642,-115.813859,mines,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2h,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities764.jpg,image,/objects/cities764.jpg,/objects/small/cities764_sm.jpg,/objects/thumbs/cities764_th.jpg
cities794,"Panoramic view of Wardner, Idaho.",1887,,,Wardner,47.519621,-116.141024,aerial views; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-070-2,Mrs. Harry Marsh,4x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities794.jpg,image,/objects/cities794.jpg,/objects/small/cities794_sm.jpg,/objects/thumbs/cities794_th.jpg
cities795,"Cookhouse at Bunker Hill and Sullivan Mines. Wardner, Idaho.",1885,,,Wardner,47.51894,-116.141195,mines; buildings,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-070-1,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities795.jpg,image,/objects/cities795.jpg,/objects/small/cities795_sm.jpg,/objects/thumbs/cities795_th.jpg
cities798,"Panoramic view of Wardner, Idaho.",1889,yes,,Wardner,47.530126,-116.126347,aerial views; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-070-5,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities798.jpg,image,/objects/cities798.jpg,/objects/small/cities798_sm.jpg,/objects/thumbs/cities798_th.jpg
cities804,"Wardner Public School. Wardner, Idaho.",1907,,,Wardner,47.530039,-116.124179,schools,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-070-6a,Mrs. Helen Deshler,6.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities804.jpg,image,/objects/cities804.jpg,/objects/small/cities804_sm.jpg,/objects/thumbs/cities804_th.jpg
cities809,"Main Street. Hailey, Idaho.",1895,yes,Postcard,Hailey,43.517659,-114.313881,main streets; central business district,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-071-1,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities809.jpg,image,/objects/cities809.jpg,/objects/small/cities809_sm.jpg,/objects/thumbs/cities809_th.jpg
cities811,"View of Clearwater River, railroad and station looking to the north. Tramway, Idaho.",1906,,,Tramway,46.284619,-116.107918,railroad stations,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-072-1,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities811.jpg,image,/objects/cities811.jpg,/objects/small/cities811_sm.jpg,/objects/thumbs/cities811_th.jpg
cities813,"Grain warehouse and tramway. Kendrick, Idaho.",1905,,"L-R: Grace, Mrs. Thomas, Fred Thomas, R.E. Thomas holding baby, Walter",Kendrick,46.613117,-116.643487,warehouses; trams,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-072-2,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities813.jpg,image,/objects/cities813.jpg,/objects/small/cities813_sm.jpg,/objects/thumbs/cities813_th.jpg
cities827,"Potlatch Lumber Mill. Potlatch, Idaho.",1908,,From the files of C.J. Brosnan,Potlatch,46.922475,-116.913779,lumber mills,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-075-3a,,6.25x9.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities827.jpg,image,/objects/cities827.jpg,/objects/small/cities827_sm.jpg,/objects/thumbs/cities827_th.jpg
cities830,Risdon dredge. Operated by Boston and Gold Dredging Company near Idaho City.,1920,yes,,Idaho City,43.822094,-115.843953,mining,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-076-02,Sharon A Murray,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities830.jpg,image,/objects/cities830.jpg,/objects/small/cities830_sm.jpg,/objects/thumbs/cities830_th.jpg
cities839,"After the snowslide of February 27, 1910. Mace, Idaho.",1910-03-08,,,Mace,47.518256,-115.822156,panoramas; towns; rivers; railroads,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-45,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities839.jpg,image,/objects/cities839.jpg,/objects/small/cities839_sm.jpg,/objects/thumbs/cities839_th.jpg
cities842,"Boxcar burning after train wreck. Mace, Idaho.",1920,yes,,Mace,47.518275,-115.822175,railroad cars; fires,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-48,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities842.jpg,image,/objects/cities842.jpg,/objects/small/cities842_sm.jpg,/objects/thumbs/cities842_th.jpg
cities844,"View of Troy, Idaho in winter.",1889,yes,,Troy,46.733925,-116.766273,main streets; stores; snow,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-01,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities844.jpg,image,/objects/cities844.jpg,/objects/small/cities844_sm.jpg,/objects/thumbs/cities844_th.jpg
cities846,"View of Troy, Idaho in winter.",1888,yes,,Troy,46.731572,-116.762808,aerial views; towns; snow,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-01b,H.C. Schupfer,8.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities846.jpg,image,/objects/cities846.jpg,/objects/small/cities846_sm.jpg,/objects/thumbs/cities846_th.jpg
cities850,"Deary, Idaho.",1906-06-23,,,Deary,46.802303,-116.560982,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-078-1,Eric Anderson,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities850.jpg,image,/objects/cities850.jpg,/objects/small/cities850_sm.jpg,/objects/thumbs/cities850_th.jpg
cities851,"Couple seated on horse-drawn sleigh. Wallace, Idaho?",1895,,,Wallace,47.471774,-115.929011,horse-drawn vehicles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-10a,Spokane Public Library,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities851.jpg,image,/objects/cities851.jpg,/objects/small/cities851_sm.jpg,/objects/thumbs/cities851_th.jpg
